,Term,zog,kike,george soros,rothschild,nigger,Average,predict
0,george_soros,0.2366165965795517,0.16336604952812195,1.0,0.13343951106071472,0.079023078083992,0.3224890470504761,1
1,deep_state,0.20163728296756744,0.15094158053398132,0.40005359053611755,0.21750733256340027,0.1684505194425583,0.22771806120872498,1
2,ect_ect,0.10512430220842361,0.01444524060934782,0.17235392332077026,0.1920805126428604,0.03813643008470535,0.10442808177322149,0
3,united_state,0.14119519293308258,0.11153872311115265,0.22536639869213104,0.059033092111349106,0.1468133181333542,0.13678934499621392,0
4,kike_kike,0.015723352632632054,-0.06129129385867976,-0.01433396099610897,-0.0026078145133599843,-0.04812395640449812,-0.022126734628002954,0
5,alex_jones,0.18425869941711426,0.18215101957321167,0.3438776433467865,0.2155064195394516,0.1979563981294632,0.22475003600120544,1
6,soros_soros,-0.04437510724699373,-0.07065143130698742,-0.07977680604924006,-0.04541243544075209,-0.05415253096214854,-0.05887366220122438,0
7,world_order,0.35082775354385376,0.3185647130012512,0.447834312915802,0.3142208456993103,0.30326047539711,0.34694162011146545,1
8,klaus_schwab,0.22747185826301575,0.17180804908275604,0.6063969731330872,0.19824844598770142,0.06209603697061539,0.2532042726874352,1
9,white_hat,0.22484895586967468,0.1168462485074997,0.19162127375602722,0.24822865426540375,0.09928374737501144,0.17616577595472335,1
10,free_speech,0.2593720555305481,0.37465694546699524,0.303872674703598,0.09173733741044998,0.37157201766967773,0.28024220615625384,1
11,central_bank,0.14249084889888763,0.20236000418663025,0.009126726537942886,0.1618220955133438,0.26739993691444397,0.1566399224102497,1
12,new_world,0.14550799131393433,0.12293580919504166,0.20788238942623138,0.17055313289165497,0.06572336703538895,0.14252053797245026,1
13,open_society,0.12270767241716385,0.07755714654922485,0.5844694375991821,0.014255608431994915,0.04843086749315262,0.16948414649814367,1
14,zionist_jew,0.24467119574546814,0.253820538520813,0.10010942816734314,0.19437560439109802,0.29743924736976624,0.2180832028388977,1
15,social_medium,0.17484574019908905,0.2528029680252075,0.22110892832279205,0.048746924847364426,0.15870684385299683,0.17124228104948996,1
16,support_ukraine,0.21292328834533691,0.25598201155662537,0.35082101821899414,0.2117576152086258,0.1980552077293396,0.24590782821178436,1
17,rothschild_family,0.19571861624717712,0.30573827028274536,0.21581809222698212,0.44116324186325073,0.12142197042703629,0.2559720382094383,1
18,bill_gate,0.17715594172477722,0.19384126365184784,0.5173348784446716,0.23529180884361267,0.0995355173945427,0.2446318820118904,1
19,general_flynn,0.11344197392463684,0.05311710387468338,0.14666396379470825,0.04962210729718208,0.03899167478084564,0.08036736473441124,0
20,davos_group,0.11061503738164902,0.019440237432718277,0.31777068972587585,0.2765403389930725,-0.05236614868044853,0.13440003097057343,0
21,economic_forum,0.14456132054328918,0.08086540549993515,0.5178135633468628,0.21925455331802368,-0.007053302600979805,0.1910883080214262,1
22,russia_ukraine,0.36386367678642273,0.2953522205352783,0.22914214432239532,0.18506678938865662,0.2458026260137558,0.26384549140930175,1
23,new_year,0.2544865310192108,0.23262658715248108,0.06037471443414688,0.11015389114618301,0.31773415207862854,0.19507517516613007,1
24,nigger_kike,0.4632857143878937,0.6499778628349304,0.19961242377758026,0.18341855704784393,0.7560831904411316,0.45047554969787595,1
25,elon_musk,0.15162891149520874,0.18169516324996948,0.4709259569644928,0.1523713618516922,0.05688383802771568,0.20270104631781577,1
26,world_economic,0.17823320627212524,0.13542819023132324,0.3984876573085785,0.24364830553531647,0.020756572484970093,0.1953107863664627,1
27,white_house,-0.014532038941979408,0.02999315969645977,0.19742009043693542,0.023121070116758347,0.06807155907154083,0.06081476807594299,0
28,new_york,0.11110464483499527,0.11124831438064575,0.26209965348243713,0.20358778536319733,0.14853252470493317,0.16731458455324172,1
29,white_people,0.37041008472442627,0.49788835644721985,0.12543269991874695,0.08571259677410126,0.6082510352134705,0.33753895461559297,1
30,supreme_court,0.0777682438492775,0.08865037560462952,0.17382217943668365,0.05166257545351982,0.1280735731124878,0.10399538949131966,0
31,president_trump,0.22791029512882233,0.25939422845840454,0.35385459661483765,0.1707882583141327,0.26017487049102783,0.254424449801445,1
32,musk_george,0.008055838471977706,-0.08795519094027467,-0.03944965561406715,-0.05524805162329785,-0.021396741551055053,-0.039198760251343404,0
33,soros_open,0.024858159944415092,0.12579236924648285,0.1895238757133484,0.08430289477109909,0.11218340694904327,0.10733214132487774,0
34,gate_foundation,-0.013660851866006851,0.04352641850709915,0.36987340450286865,0.14965061843395233,-0.011081735603511333,0.1076615707948804,0
35,joe_biden,0.23128296434879303,0.16917753219604492,0.4426954388618469,0.14613306522369385,0.07689625024795532,0.2132370501756668,1
36,stock_market,0.07480328530073166,0.09592367708683014,0.03356129303574562,0.26208093762397766,0.1038740798830986,0.11404865458607674,0
37,khazarian_mafia,0.2301027774810791,0.3031611144542694,0.29261747002601624,0.48034921288490295,0.15080910921096802,0.29140793681144717,1
38,big_tech,0.10534757375717163,0.13422158360481262,0.23989562690258026,0.13204990327358246,0.048524245619773865,0.13200778663158416,0
39,society_foundation,0.0038560780230909586,0.07685765624046326,0.21878044307231903,0.09740114957094193,0.0721721202135086,0.09381348942406476,0
40,year_old,0.2735010087490082,0.4518224000930786,0.29136234521865845,0.2190123051404953,0.42372214794158936,0.331884041428566,1
41,truth_social,0.18039774894714355,0.30222561955451965,0.28386443853378296,0.14524176716804504,0.2571825385093689,0.23378242254257203,1
42,election_fraud,0.08523400127887726,0.07241925597190857,0.2943277359008789,0.1561286598443985,0.10073216259479523,0.1417683631181717,1
43,federal_reserve,0.24552632868289948,0.30453619360923767,0.13632306456565857,0.37351134419441223,0.3001697063446045,0.27201332747936247,1
44,grand_jury,0.08023498207330704,0.09219801425933838,0.19461458921432495,0.08515862375497818,0.13461339473724365,0.11736392080783845,0
45,amazon_blackrock,0.18886592984199524,0.12058033049106598,0.2942337989807129,0.2665494978427887,0.07317525893449783,0.18868096321821212,1
46,blackrock_pfizer,0.072209931910038,0.06890519708395004,0.361890584230423,0.15045829117298126,0.044833071529865265,0.1396594151854515,0
47,dajjalthe_antichrist,0.17951254546642303,0.2136249989271164,0.17312470078468323,0.15621383488178253,0.2285953164100647,0.19021427929401397,1
48,crime_family,0.17317211627960205,0.1791664958000183,0.13072484731674194,0.21139857172966003,0.1723591834306717,0.1733642429113388,1
49,world_war,0.37037450075149536,0.32070380449295044,0.1816515475511551,0.22461234033107758,0.36861470341682434,0.29319137930870054,1
50,soros_schwab,0.20413881540298462,0.22788935899734497,0.2861328125,0.10681677609682083,0.11308825016021729,0.18761320263147355,1
51,schwab_soros,0.00812408760363778,-0.07363199056045602,-0.1539486111618076,-0.07723052409116875,0.0001319162019007373,-0.059311024401578774,0
52,attachment_view,0.2908352017402649,0.483334481716156,0.13234010338783264,0.0901278480887413,0.49501657485961914,0.2983308419585228,1
53,schwab_george,0.15606221556663513,0.11406560987234116,0.31796348094940186,0.2838038504123688,0.03664780780673027,0.18170859292149544,1
54,joe_rogan,0.11952611058950424,0.22420407831668854,0.5657262802124023,0.10789517313241959,0.17469625174999237,0.23840957880020142,1
55,soros_wef,0.028217099997452078,-0.05934308244562489,-0.019948523797746837,-0.10997928688626167,-0.018197246925109805,-0.035850208011458225,0
56,schwab_wef,0.301859587430954,0.3501395583152771,0.3221263587474823,0.3230234384536743,0.32510536909103394,0.32445086240768434,1
57,soros_nazi,0.04482106098220277,-0.07452206041694008,-0.026131528511161385,-0.0062590812387921186,-0.0072161293217622175,-0.013861547701290606,0
58,hunter_biden,0.06527817249298096,0.10858568549156189,0.40202710032463074,0.004658540710806847,-0.004370835609734058,0.11523573268204927,0
59,soros_world,0.06803985430307131,-0.08058895646349432,-0.058653332824257366,-0.04203512715004051,0.017996611486977458,-0.019048190129548687,0
60,climate_change,0.21099816262722015,0.14445975422859192,0.40279194712638855,0.1402028501033783,0.05585148185491562,0.1908608391880989,1
61,great_reset,0.15945160388946533,0.05743486434221268,0.3503507077693939,0.18026940524578094,-0.035315144807100296,0.14243828728795052,1
62,soros_davos,0.04478542472848326,-0.059181538575112796,-0.07296482012806382,-0.09204920775914445,0.013537543709535414,-0.033174519604860474,0
63,fox_news,0.13320447504520416,0.16975700855255127,0.4509507417678833,0.1180405542254448,0.11391718685626984,0.19717399328947066,1
64,medium_figure,-0.044120218604803085,0.10066966712474823,0.36116838455200195,0.09192605316638947,0.030258964747190475,0.10798057019710541,0
65,donald_trump,0.1768617480993271,0.16111382842063904,0.2878005802631378,0.1612939089536667,0.16307412087917328,0.1900288373231888,1
66,jacob_rothschild,0.17481644451618195,0.26531508564949036,0.30754607915878296,0.436977744102478,0.13946270942687988,0.26482361257076265,1
67,trump_trump,0.055455841920139394,-0.03504579650403391,-0.011487566276956988,-0.06536872220256082,0.01179775152035741,-0.008929698308610982,0
68,big_pharma,0.1666499823331833,0.1874259114265442,0.22246094048023224,0.20550978183746338,0.10279492288827896,0.1769683077931404,1
69,soros_gate,0.06285554839714871,-0.08277946330771835,-0.00016769999993446175,-0.05460406719521111,-0.007030299013494103,-0.01634519622384186,0
70,soros_klaus,0.27496790885925293,0.3100750148296356,0.40216851234436035,0.38983896374702454,0.23579232394695282,0.3225685447454453,1
71,tax_money,0.22655749320983887,0.2519195079803467,0.20609475672245026,0.13588134944438934,0.2377559095621109,0.2116418033838272,1
72,nazi_soros,-0.0005241595142630762,-0.15711352921442276,0.005549864163380405,-0.08023898032460323,-0.06601909623359427,-0.05966918022470058,0
73,classified_document,0.09421995282173157,0.21068798005580902,0.20992420613765717,0.06206873804330826,0.20943821966648102,0.1572678193449974,1
74,john_kerry,0.10495354235172272,0.07297313958406448,0.35520294308662415,0.2004309445619583,-0.031206104904413223,0.1404708929359913,0
75,banking_system,0.2295042723417282,0.15132327377796173,0.16018442809581757,0.31458884477615356,0.18982629477977753,0.2090854227542877,1
76,soros_family,0.025974173217031354,-0.06368751752791073,-0.05913774920067887,-0.07502767184958754,-0.02502388153879582,-0.039380529379988316,0
77,district_attorney,0.10777075588703156,0.1977485865354538,0.42658185958862305,0.06428874284029007,0.327472984790802,0.2247725859284401,1
78,jew_jew,0.054612985445773914,-0.0735971391710515,-0.005275658907822296,-0.04876533252412372,-0.014721150243363177,-0.017549259080117355,0
79,soros_george,0.06861384875660145,-0.042334356667469826,-0.043275906428801005,-0.039769551616417126,-0.02195769258530302,-0.015744731708277903,0
80,eastern_european,0.33139103651046753,0.22700977325439453,0.339261919260025,0.1457122266292572,0.23483522236347198,0.2556420356035233,1
81,eu_financial,0.024904789725209195,-0.11059202551976938,-0.05489121915250129,-0.1196143370012168,-0.057634749503978525,-0.06356550829045135,0
82,hillary_clinton,0.06076586991548538,0.05831262096762657,0.48205968737602234,0.15919652581214905,-0.05960038676857948,0.14014686346054078,0
83,biden_white,0.05020307004451752,0.11340731382369995,0.456312894821167,0.12886942923069,0.14803025126457214,0.17936459183692932,1
84,azov_batallion,0.45591282844543457,0.4639531672000885,0.14687952399253845,0.10389816761016846,0.48915502429008484,0.33195974230766295,1
85,soros_money,-0.032052055456498196,-0.1694624875222339,-0.0752696848390615,-0.15780278636677267,-0.031116684825762804,-0.0931407398020658,0
86,soros_obama,-0.008756677946388519,-0.07287500580897677,-0.06465487730197164,-0.023216705924524045,-0.04671622205870752,-0.0432438978081137,0
87,crime_humanity,0.18873092532157898,0.22019755840301514,0.29982948303222656,0.2064499706029892,0.17814646661281586,0.21867088079452515,1
88,nato_country,0.2565229535102844,0.12653577327728271,0.28707629442214966,0.12624099850654602,0.11497075110673904,0.18226935416460038,1
89,division_white,0.33605819940567017,0.2964348793029785,0.25688907504081726,0.16226276755332947,0.3258363902568817,0.2754962623119354,1
90,kikeuntil_jew,0.33182016015052795,0.43055275082588196,0.0634889006614685,0.032299622893333435,0.5232445597648621,0.27628119885921476,1
91,people_kikeuntil,0.3408518433570862,0.3031931519508362,0.25434795022010803,0.15705998241901398,0.3264814615249634,0.27638687789440153,1
92,conspiracy_theory,0.1338125765323639,0.3070991337299347,0.32140329480171204,0.07697033137083054,0.21261782944202423,0.2103806331753731,1
93,soros_biden,0.02891935534200988,-0.0748149055079732,-0.05206531182818984,-0.025847275632300236,-0.04741241827880064,-0.03424411118105081,0
94,gate_fauci,0.14040587842464447,0.18229839205741882,0.2290375530719757,0.2472594678401947,0.09103140234947205,0.17800653874874114,1
95,jewish_israeli,0.428665429353714,0.5627657771110535,0.14396408200263977,0.1617451012134552,0.5698326826095581,0.3733946144580841,1
96,kike_shill,0.4731486737728119,0.6655858755111694,0.246519073843956,0.1553381383419037,0.5732086896896362,0.4227600902318954,1
97,house_dozen,0.07756627351045609,0.13813142478466034,0.4564487636089325,0.14696423709392548,0.12531468272209167,0.18888507634401322,1
98,kike_nigger,0.47464075684547424,0.6874193549156189,0.180409774184227,0.17989268898963928,0.7229878306388855,0.449070081114769,1
99,soros_da,0.01338542449851988,-0.04931710621499629,-0.06580074240379523,-0.061907770201186,-0.0008194291638596579,-0.032891924697063465,0
100,date_birth,0.22196616232395172,0.248073548078537,0.19594942033290863,0.06844358146190643,0.2734711766242981,0.20158077776432037,1
101,people_soros,0.0036434672772712316,-0.06330817578423956,-0.0811339945157454,-0.04634233672310552,0.01415872986894114,-0.03459646197537562,0
102,criminal_family,0.05813852697610855,0.10424652695655823,0.17683449387550354,0.164377823472023,0.12913663685321808,0.12654680162668228,0
103,collect_tax,0.0713411346077919,0.11640599370002747,0.18610821664333344,0.15713810920715332,0.15295571088790894,0.13678983300924302,0
104,jail_way,0.09325461097707381,-0.054030574844515775,-0.030503103568116044,-0.018669933998406274,0.02773646050752755,0.0035574918147126535,0
105,tax_jail,0.019917919087313756,-0.07317768007511502,-0.04660586205561214,-0.07651731035383241,-0.012834565094752743,-0.037843499698399716,0
106,soros_criminal,0.08047167023918463,-0.038427033663890935,-0.04129255191576177,-0.12167775090393733,0.04039151432957836,-0.01610683038296541,0
107,family_collect,0.011013885854310637,-0.11538752685967252,-0.07194370119319816,-0.06543803694164649,-0.018047793572715968,-0.051960634542584504,0
108,ticket_coup,0.07174032718421944,-0.05443331006472223,-0.0517323873399326,-0.03675950160205877,-0.006595305648855807,-0.015556035494269996,0
109,soros_know,-0.006295629465900797,-0.05830354225372741,-0.06271537734836098,-0.05441333797828553,-0.033537260696840016,-0.04305302954862294,0
110,schwab_wwii,0.004650012954653621,-0.04890796473392605,-0.01421473866694087,-0.07694753197616491,-0.012882947440624317,-0.02966063397260051,0
111,country_uk,0.12805911617691104,-0.02621240708810114,-0.022003207963261533,-0.09254897483364632,0.0016348050417283606,-0.002214133733273921,0
112,coup_schwab,0.04928791015573416,-0.05321871454315759,-0.07162918633665541,-0.03431980214067636,0.038960935059535,-0.014183771561044046,0
113,know_persona,0.16663572192192078,0.16730409860610962,0.08663509041070938,0.10638386756181717,0.21270598471164703,0.1479329526424408,1
114,uk_bank,0.07080199182310425,-0.049616697148219285,-0.009356787996489174,-0.07621241449183214,-0.010951754677137588,-0.015067132498114788,0
115,wwii_usand,0.09415718492717036,-0.04751341147538907,-0.02366356825137081,-0.022145241616476553,-0.01099087151044001,-0.0020311815853012163,0
116,usand_interest,0.011011310042010955,-0.05558183606045103,-0.05753733614831657,-0.09980764082704792,0.00733121960269797,-0.03891685667822132,0
117,jew_division,-0.0028062944809870123,-0.0945903679763753,-0.06368066746200403,-0.041438910880744514,-0.06299831060091546,-0.053102910280205265,0
118,obama_bidens,0.21932855248451233,0.2525363266468048,0.2006799280643463,0.20272037386894226,0.21890988945960999,0.21883501410484313,1
119,nato_support,0.05296299577250246,-0.028321420151411873,-0.005858661613703623,-0.04762672037849895,-0.0003873309437646679,-0.005846227462975332,0
120,bank_brainstorm,-0.03083619619512092,-0.0984821942652623,-0.046650638796532584,-0.04393488181553774,-0.035589959345092445,-0.05109877408350919,0
121,good_push,0.06567408212028934,-0.0708508962567253,-0.07880364490006876,-0.061664530474579614,-0.008494098432811317,-0.030827817588779134,0
122,push_eu,-0.04763983626090659,-0.11440062140524816,-0.06873084749133532,-0.05410190921657755,-0.08873985637102244,-0.07472261414901801,0
123,support_good,0.1965768039226532,0.22726848721504211,0.12230870127677917,0.17391975224018097,0.23108215630054474,0.19023118019104004,1
124,warwith_nato,0.2064596712589264,0.21504563093185425,0.14791496098041534,0.19256533682346344,0.2167292684316635,0.19574297368526458,1
125,soros_desantis,-0.011721193464365419,-0.12191403308213578,-0.05473901027670809,-0.08919752899699528,-0.07119552214763221,-0.06975345759356735,0
126,ron_desantis,0.1566745936870575,0.18443842232227325,0.5004883408546448,0.07811982929706573,0.16672968864440918,0.2172901749610901,1
127,desantis_george,0.02723933623811357,-0.0948142656287143,-0.07646575254762455,-0.05553646877614335,-0.06010898934228794,-0.05193722801133131,0
128,soros_trump,0.015583227476847001,-0.1401080679293492,-0.024291551524644715,-0.012460447386079999,-0.06757567593621051,-0.04577050305988749,0
129,stripe_gmt,0.33571916818618774,0.4596966803073883,0.22114330530166626,0.12493783980607986,0.4537147581577301,0.31904235035181044,1
130,kiss_death,0.151320680975914,0.26884725689888,0.4465181529521942,0.1445060819387436,0.2557620704174042,0.2533908486366272,1
131,florida_governor,0.15636348724365234,0.22007811069488525,0.4477205276489258,0.12366893142461777,0.2093941867351532,0.23144504874944688,1
132,munich_security,0.13026641309261322,0.1496911346912384,0.3464511036872864,0.15902994573116302,0.1290917992591858,0.18290607929229735,1
133,shrewd_ruthless,0.2911427915096283,0.44366610050201416,0.4119870960712433,0.2383042722940445,0.4331611096858978,0.3636522740125656,1
134,security_conference,0.21794328093528748,0.24336107075214386,0.44771021604537964,0.17005226016044617,0.2461642324924469,0.2650462120771408,1
135,ruthless_ambitious,0.11124920845031738,0.2209329456090927,0.3798222839832306,0.070252425968647,0.23627763986587524,0.20370690077543258,1
136,soros_ron,0.02377388656868099,-0.0770954499996489,-0.058118582900489386,-0.08315245351124533,-0.031168219277104073,-0.04515216382396133,0
137,anus_cause,0.17009508609771729,0.18768180906772614,0.07885155826807022,0.08951705694198608,0.21651899814605713,0.14853290170431138,1
138,cause_fibtranny,0.16280364990234375,0.20042066276073456,0.07706078886985779,0.08478112518787384,0.23116548359394073,0.15124634206295012,1
139,cp_firearm,0.07172799071981002,-0.05277474034484074,-0.05975404335883437,-0.05865470178995889,0.01284554164723139,-0.017321990625318518,0
140,dick_jfktranny,0.1530502289533615,0.19421029090881348,0.07726772874593735,0.08252765238285065,0.21908684074878693,0.14522854834795,1
141,fibtranny_cp,0.056149942992200795,-0.0651357464644917,-0.046134262487692326,-0.07018749097208137,-0.013839524904100241,-0.02782941636723297,0
142,firearm_soros,0.17210623621940613,0.20411767065525055,0.09109476208686829,0.09188901633024216,0.23443758487701416,0.15872905403375626,1
143,frontbutt_anus,0.1709636002779007,0.20957349240779877,0.09264389425516129,0.09128959476947784,0.2395840585231781,0.16081092804670333,1
144,jfktranny_frontbutt,0.1628502607345581,0.18285027146339417,0.07667435705661774,0.08068090677261353,0.21504764258861542,0.14362068772315978,1
145,joshua_wannabe,0.1697305589914322,0.19283148646354675,0.08168603479862213,0.07348587363958359,0.22747483849525452,0.14904175847768783,1
146,lil_shrimpie,0.16017308831214905,0.1895717978477478,0.06734307110309601,0.07229337841272354,0.22384539246559143,0.14264534562826156,1
147,nazi_lil,0.1699368804693222,0.20331716537475586,0.06253360956907272,0.06766941398382187,0.243728369474411,0.14943708777427672,1
148,shrimpie_dick,0.1625068485736847,0.1907760053873062,0.07672012597322464,0.07348458468914032,0.22764936089515686,0.14622738510370253,1
149,wannabe_nazi,0.1631939709186554,0.19274133443832397,0.08071784675121307,0.0777740404009819,0.22112824022769928,0.14711108654737473,1
150,fucking_kike,0.522549569606781,0.7754265069961548,0.2624293565750122,0.2871442139148712,0.6799971461296082,0.5055093586444854,1
151,fuck_kike,0.5252999067306519,0.7487866878509521,0.19452504813671112,0.22639773786067963,0.6832113265991211,0.47564414143562317,1
152,jew_trump,0.0021696163546010895,-0.08639664759201639,-0.050448726740053504,-0.0607901676990723,-0.07389100072125372,-0.05387138527955897,0
153,control_world,0.15608598291873932,0.1868962049484253,0.2749633193016052,0.35920917987823486,0.1505925953388214,0.22554945647716523,1
154,rothschild_soros,0.058096434806881106,0.004822398280041951,-0.0355980323042591,-0.06780581170745877,0.013394940186256641,-0.005418014147707632,0
